model,conversation_thread,scenario_id,choice,reason
llama3.2,327,3,A,N/A
llama3.2,327,4,B,N/A
llama3.2,327,5,B,N/A
llama3.2,327,6,B,N/A
llama3.2,327,7,A,N/A
llama3.2,327,8,B,N/A
llama3.2,328,1,B,N/A
llama3.2,328,2,B,N/A
llama3.2,328,3,A,N/A
llama3.2,328,4,B,N/A
llama3.2,328,5,B,N/A
llama3.2,328,6,B,N/A
llama3.2,328,7,B,N/A
llama3.2,328,8,A,N/A
llama3.2,329,1,B,N/A
llama3.2,329,2,B,N/A
llama3.2,329,3,A,N/A
llama3.2,329,4,B,N/A
llama3.2,329,5,B,N/A
llama3.2,329,6,B,N/A
llama3.2,329,7,A,N/A
llama3.2,329,8,B,N/A
llama3.2,330,1,B,N/A
llama3.2,330,2,B,N/A
llama3.2,330,3,A,N/A
llama3.2,330,4,C,N/A
llama3.2,330,5,C,N/A
llama3.2,330,6,C,N/A
llama3.2,330,7,C,N/A
llama3.2,330,8,C,N/A
llama3.2,331,1,B,N/A
llama3.2,331,2,B,N/A
llama3.2,331,3,B,N/A
llama3.2,331,4,B,N/A
llama3.2,331,5,B,N/A
llama3.2,331,6,B,N/A
llama3.2,331,7,A,N/A
llama3.2,331,8,B,N/A
llama3.2,332,1,B,N/A
llama3.2,332,2,B,N/A
llama3.2,332,3,A,N/A
llama3.2,332,4,B,N/A
llama3.2,332,5,C,N/A
llama3.2,332,6,B,N/A
llama3.2,332,7,A,N/A
llama3.2,332,8,B,N/A
llama3.2,333,1,B,N/A
llama3.2,333,2,B,N/A
llama3.2,333,3,A,N/A
llama3.2,333,4,A,N/A
llama3.2,333,5,B,N/A
llama3.2,333,6,B,N/A
llama3.2,333,7,A,N/A
llama3.2,333,8,C,N/A
llama3.2,334,1,B,N/A
llama3.2,334,2,B,N/A
llama3.2,334,3,B,N/A
llama3.2,334,4,B,N/A
llama3.2,334,5,A,N/A
llama3.2,334,6,B,N/A
llama3.2,334,7,A,N/A
llama3.2,334,8,B,N/A
llama3.2,335,1,B,N/A
llama3.2,335,2,B,N/A
llama3.2,335,3,A,N/A
llama3.2,335,4,B,N/A
llama3.2,335,5,B,N/A
llama3.2,335,6,B,N/A
llama3.2,335,7,B,N/A
llama3.2,335,8,C,N/A
llama3.2,336,1,B,N/A
llama3.2,336,2,B,N/A
llama3.2,336,3,A,N/A
llama3.2,336,4,A,N/A
llama3.2,336,5,A,N/A
llama3.2,336,6,B,N/A
llama3.2,336,7,A,N/A
llama3.2,336,8,B,N/A
llama3.2,337,1,B,N/A
llama3.2,337,2,B,N/A
llama3.2,337,3,A,N/A
llama3.2,337,4,B,N/A
llama3.2,337,5,A,N/A
llama3.2,337,6,B,N/A
llama3.2,337,7,B,N/A
llama3.2,337,8,B,N/A
llama3.2,338,1,B,N/A
llama3.2,338,2,B,N/A
llama3.2,338,3,A,N/A
llama3.2,338,4,B,N/A
llama3.2,338,5,A,N/A
llama3.2,338,6,B,N/A
llama3.2,338,7,A,N/A
llama3.2,338,8,B,N/A
llama3.2,339,1,B,N/A
llama3.2,339,2,B,N/A
llama3.2,339,3,A,N/A
llama3.2,339,4,B,N/A
llama3.2,339,5,B,N/A
llama3.2,339,6,B,N/A
llama3.2,339,7,B,N/A
llama3.2,339,8,B,N/A
llama3.2,340,1,C,N/A
llama3.2,340,2,B,N/A
llama3.2,340,3,C,N/A
llama3.2,340,4,B,N/A
llama3.2,340,5,C,N/A
llama3.2,340,6,B,N/A
llama3.2,340,7,A,N/A
llama3.2,340,8,A,N/A
llama3.2,341,1,B,N/A
llama3.2,341,2,B,N/A
llama3.2,341,3,A,N/A
llama3.2,341,4,B,N/A
llama3.2,341,5,B,N/A
llama3.2,341,6,B,N/A
llama3.2,341,7,A,N/A
llama3.2,341,8,B,N/A
llama3.2,342,1,B,N/A
llama3.2,342,2,B,N/A
llama3.2,342,3,A,N/A
llama3.2,342,4,C,N/A
llama3.2,342,5,C,N/A
llama3.2,342,6,B,N/A
llama3.2,342,7,A,N/A
llama3.2,342,8,C,N/A
llama3.2,343,1,B,N/A
llama3.2,343,2,B,N/A
llama3.2,343,3,A,N/A
llama3.2,343,4,B,N/A
llama3.2,343,5,B,N/A
llama3.2,343,6,B,N/A
llama3.2,343,7,A,N/A
llama3.2,343,8,B,N/A
llama3.2,344,1,B,N/A
llama3.2,344,2,B,N/A
llama3.2,344,3,A,N/A
llama3.2,344,4,A,N/A
llama3.2,344,5,C,N/A
llama3.2,344,6,C,N/A
llama3.2,344,7,A,N/A
llama3.2,344,8,C,N/A
llama3.2,345,1,B,N/A
llama3.2,345,2,B,N/A
llama3.2,345,3,A,N/A
llama3.2,345,4,B,N/A
llama3.2,345,5,B,N/A
llama3.2,345,6,B,N/A
llama3.2,345,7,A,N/A
llama3.2,345,8,B,N/A
llama3.2,346,1,B,N/A
llama3.2,346,2,B,N/A
llama3.2,346,3,A,N/A
llama3.2,346,4,B,N/A
llama3.2,346,5,B,N/A
llama3.2,346,6,B,N/A
llama3.2,346,7,A,N/A
llama3.2,346,8,A,N/A
llama3.2,347,1,B,N/A
llama3.2,347,2,B,N/A
llama3.2,347,3,A,N/A
llama3.2,347,4,B,N/A
llama3.2,347,5,A,N/A
llama3.2,347,6,B,N/A
llama3.2,347,7,B,N/A
llama3.2,347,8,B,N/A
llama3.2,348,1,B,N/A
llama3.2,348,2,B,N/A
llama3.2,348,3,A,N/A
llama3.2,348,4,B,N/A
llama3.2,348,5,B,N/A
llama3.2,348,6,B,N/A
llama3.2,348,7,B,N/A
llama3.2,348,8,B,N/A
llama3.2,349,1,B,N/A
llama3.2,349,2,B,N/A
llama3.2,349,3,A,N/A
llama3.2,349,4,B,N/A
llama3.2,349,5,B,N/A
llama3.2,349,6,B,N/A
llama3.2,349,7,B,N/A
llama3.2,349,8,A,N/A
llama3.2,350,1,B,N/A
llama3.2,350,2,B,N/A
llama3.2,350,3,A,N/A
llama3.2,350,4,B,N/A
llama3.2,350,5,B,N/A
llama3.2,350,6,B,N/A
llama3.2,350,7,A,N/A
llama3.2,350,8,B,N/A
llama3.2,351,1,B,N/A
llama3.2,351,2,B,N/A
llama3.2,351,3,B,N/A
llama3.2,351,4,B,N/A
llama3.2,351,5,A,N/A
llama3.2,351,6,B,N/A
llama3.2,351,7,A,N/A
llama3.2,351,8,B,N/A
llama3.2,352,1,B,N/A
llama3.2,352,2,B,N/A
llama3.2,352,3,A,N/A
llama3.2,352,4,A,N/A
llama3.2,352,5,B,N/A
llama3.2,352,6,C,N/A
llama3.2,352,7,B,N/A
llama3.2,352,8,B,N/A
llama3.2,353,1,B,N/A
llama3.2,353,2,B,N/A
llama3.2,353,3,A,N/A
llama3.2,353,4,B,N/A
llama3.2,353,5,B,N/A
llama3.2,353,6,C,N/A
llama3.2,353,7,C,N/A
llama3.2,353,8,C,N/A
llama3.2,354,1,B,N/A
llama3.2,354,2,B,N/A
llama3.2,354,3,A,N/A
llama3.2,354,4,B,N/A
llama3.2,354,5,B,N/A
llama3.2,354,6,B,N/A
llama3.2,354,7,A,N/A
llama3.2,354,8,B,N/A
llama3.2,355,1,B,N/A
llama3.2,355,2,B,N/A
llama3.2,355,3,A,N/A
llama3.2,355,4,B,N/A
llama3.2,355,5,B,N/A
llama3.2,355,6,B,N/A
llama3.2,355,7,A,N/A
llama3.2,355,8,B,N/A
llama3.2,356,1,B,N/A
llama3.2,356,2,B,N/A
llama3.2,356,3,A,N/A
llama3.2,356,4,B,N/A
llama3.2,356,5,C,N/A
llama3.2,356,6,B,N/A
llama3.2,356,7,A,N/A
llama3.2,356,8,B,N/A
llama3.2,357,1,B,N/A
llama3.2,357,2,B,N/A
llama3.2,357,3,A,N/A
llama3.2,357,4,B,N/A
llama3.2,357,5,B,N/A
llama3.2,357,6,B,N/A
llama3.2,357,7,B,N/A
llama3.2,357,8,B,N/A
llama3.2,358,1,B,N/A
llama3.2,358,2,B,N/A
llama3.2,358,3,A,N/A
llama3.2,358,4,B,N/A
llama3.2,358,5,B,N/A
llama3.2,358,6,C,N/A
llama3.2,358,7,C,N/A
llama3.2,358,8,B,N/A
llama3.2,359,1,B,N/A
llama3.2,359,2,B,N/A
llama3.2,359,3,A,N/A
llama3.2,359,4,B,N/A
llama3.2,359,5,A,N/A
llama3.2,359,6,B,N/A
llama3.2,359,7,A,N/A
llama3.2,359,8,B,N/A
llama3.2,360,1,B,N/A
llama3.2,360,2,B,N/A
llama3.2,360,3,A,N/A
llama3.2,360,4,B,N/A
llama3.2,360,5,B,N/A
llama3.2,360,6,C,N/A
llama3.2,360,7,C,N/A
llama3.2,360,8,B,N/A
llama3.2,361,1,B,N/A
llama3.2,361,2,B,N/A
llama3.2,361,3,A,N/A
llama3.2,361,4,B,N/A
llama3.2,361,5,B,N/A
llama3.2,361,6,B,N/A
llama3.2,361,7,B,N/A
llama3.2,361,8,B,N/A
llama3.2,362,1,B,N/A
llama3.2,362,2,B,N/A
llama3.2,362,3,A,N/A
llama3.2,362,4,B,N/A
llama3.2,362,5,B,N/A
llama3.2,362,6,C,N/A
llama3.2,362,7,A,N/A
llama3.2,362,8,B,N/A
llama3.2,363,1,B,N/A
llama3.2,363,2,B,N/A
llama3.2,363,3,A,N/A
llama3.2,363,4,B,N/A
llama3.2,363,5,A,N/A
llama3.2,363,6,C,N/A
llama3.2,363,7,A,N/A
llama3.2,363,8,C,N/A
llama3.2,364,1,B,N/A
llama3.2,364,2,B,N/A
llama3.2,364,3,A,N/A
llama3.2,364,4,B,N/A
llama3.2,364,5,B,N/A
llama3.2,364,6,B,N/A
llama3.2,364,7,A,N/A
llama3.2,364,8,B,N/A
llama3.2,365,1,B,N/A
llama3.2,365,2,B,N/A
llama3.2,365,3,A,N/A
llama3.2,365,4,B,N/A
llama3.2,365,5,B,N/A
llama3.2,365,6,B,N/A
llama3.2,365,7,A,N/A
llama3.2,365,8,B,N/A
llama3.2,366,1,B,N/A
llama3.2,366,2,B,N/A
llama3.2,366,3,A,N/A
llama3.2,366,4,A,N/A
llama3.2,366,5,B,N/A
llama3.2,366,6,B,N/A
llama3.2,366,7,C,N/A
llama3.2,366,8,B,N/A
llama3.2,367,1,B,N/A
llama3.2,367,2,B,N/A
llama3.2,367,3,A,N/A
llama3.2,367,4,B,N/A
llama3.2,367,5,B,N/A
llama3.2,367,6,B,N/A
llama3.2,367,7,B,N/A
llama3.2,367,8,B,N/A
llama3.2,368,1,B,N/A
llama3.2,368,2,B,N/A
llama3.2,368,3,A,N/A
llama3.2,368,4,B,N/A
llama3.2,368,5,B,N/A
llama3.2,368,6,B,N/A
llama3.2,368,7,A,N/A
llama3.2,368,8,B,N/A
llama3.2,369,1,B,N/A
llama3.2,369,2,B,N/A
llama3.2,369,3,A,N/A
llama3.2,369,4,B,N/A
llama3.2,369,5,B,N/A
llama3.2,369,6,B,N/A
llama3.2,369,7,A,N/A
llama3.2,369,8,B,N/A
llama3.2,370,1,B,N/A
llama3.2,370,2,B,N/A
llama3.2,370,3,B,N/A
llama3.2,370,4,B,N/A
llama3.2,370,5,B,N/A
llama3.2,370,6,B,N/A
llama3.2,370,7,B,N/A
llama3.2,370,8,B,N/A
llama3.2,371,1,B,N/A
llama3.2,371,2,B,N/A
llama3.2,371,3,A,N/A
llama3.2,371,4,A,N/A
llama3.2,371,5,B,N/A
llama3.2,371,6,B,N/A
llama3.2,371,7,A,N/A
llama3.2,371,8,B,N/A
llama3.2,372,1,B,N/A
llama3.2,372,2,B,N/A
llama3.2,372,3,A,N/A
llama3.2,372,4,C,N/A
llama3.2,372,5,C,N/A
llama3.2,372,6,C,N/A
llama3.2,372,7,A,N/A
llama3.2,372,8,B,N/A
llama3.2,373,1,B,N/A
llama3.2,373,2,B,N/A
llama3.2,373,3,A,N/A
llama3.2,373,4,B,N/A
llama3.2,373,5,B,N/A
llama3.2,373,6,B,N/A
llama3.2,373,7,B,N/A
llama3.2,373,8,B,N/A
llama3.2,374,1,B,N/A
llama3.2,374,2,B,N/A
llama3.2,374,3,A,N/A
llama3.2,374,4,B,N/A
llama3.2,374,5,B,N/A
llama3.2,374,6,B,N/A
llama3.2,374,7,B,N/A
llama3.2,374,8,C,N/A
llama3.2,375,1,B,N/A
llama3.2,375,2,B,N/A
llama3.2,375,3,B,N/A
llama3.2,375,4,B,N/A
llama3.2,375,5,C,N/A
llama3.2,375,6,C,N/A
llama3.2,375,7,C,N/A
llama3.2,375,8,C,N/A
llama3.2,376,1,B,N/A
llama3.2,376,2,B,N/A
llama3.2,376,3,A,N/A
llama3.2,376,4,B,N/A
llama3.2,376,5,B,N/A
llama3.2,376,6,C,N/A
llama3.2,376,7,C,N/A
llama3.2,376,8,B,N/A
llama3.2,377,1,B,N/A
llama3.2,377,2,B,N/A
llama3.2,377,3,A,N/A
llama3.2,377,4,B,N/A
llama3.2,377,5,B,N/A
llama3.2,377,6,B,N/A
llama3.2,377,7,A,N/A
llama3.2,377,8,B,N/A
llama3.2,378,1,B,N/A
llama3.2,378,2,B,N/A
llama3.2,378,3,A,N/A
llama3.2,378,4,A,N/A
llama3.2,378,5,A,N/A
llama3.2,378,6,B,N/A
llama3.2,378,7,B,N/A
llama3.2,378,8,A,N/A
llama3.2,379,1,B,N/A
llama3.2,379,2,B,N/A
llama3.2,379,3,B,N/A
llama3.2,379,4,A,N/A
llama3.2,379,5,B,N/A
llama3.2,379,6,C,N/A
llama3.2,379,7,A,N/A
llama3.2,379,8,C,N/A
llama3.2,380,1,B,N/A
llama3.2,380,2,B,N/A
llama3.2,380,3,A,N/A
llama3.2,380,4,B,N/A
llama3.2,380,5,B,N/A
llama3.2,380,6,B,N/A
llama3.2,380,7,A,N/A
llama3.2,380,8,B,N/A
llama3.2,381,1,B,N/A
llama3.2,381,2,B,N/A
llama3.2,381,3,A,N/A
llama3.2,381,4,B,N/A
llama3.2,381,5,B,N/A
llama3.2,381,6,B,N/A
llama3.2,381,7,A,N/A
llama3.2,381,8,B,N/A
llama3.2,382,1,B,N/A
llama3.2,382,2,B,N/A
llama3.2,382,3,A,N/A
llama3.2,382,4,B,N/A
llama3.2,382,5,B,N/A
llama3.2,382,6,B,N/A
llama3.2,382,7,A,N/A
llama3.2,382,8,B,N/A
llama3.2,383,1,B,N/A
llama3.2,383,2,B,N/A
llama3.2,383,3,A,N/A
llama3.2,383,4,B,N/A
llama3.2,383,5,B,N/A
llama3.2,383,6,B,N/A
llama3.2,383,7,B,N/A
llama3.2,383,8,B,N/A
llama3.2,384,1,B,N/A
llama3.2,384,2,B,N/A
llama3.2,384,3,B,N/A
llama3.2,384,4,B,N/A
llama3.2,384,5,B,N/A
llama3.2,384,6,C,N/A
llama3.2,384,7,C,N/A
llama3.2,384,8,B,N/A
llama3.2,385,1,B,N/A
llama3.2,385,2,B,N/A
llama3.2,385,3,A,N/A
llama3.2,385,4,A,N/A
llama3.2,385,5,A,N/A
llama3.2,385,6,C,N/A
llama3.2,385,7,A,N/A
llama3.2,385,8,B,N/A
llama3.2,386,1,B,N/A
llama3.2,386,2,B,N/A
llama3.2,386,3,A,N/A
llama3.2,386,4,B,N/A
llama3.2,386,5,A,N/A
llama3.2,386,6,B,N/A
llama3.2,386,7,B,N/A
llama3.2,386,8,B,N/A
llama3.2,387,1,B,N/A
llama3.2,387,2,B,N/A
llama3.2,387,3,A,N/A
llama3.2,387,4,B,N/A
llama3.2,387,5,C,N/A
llama3.2,387,6,B,N/A
llama3.2,387,7,B,N/A
llama3.2,387,8,B,N/A
llama3.2,388,1,B,N/A
llama3.2,388,2,B,N/A
llama3.2,388,3,A,N/A
llama3.2,388,4,B,N/A
llama3.2,388,5,A,N/A
llama3.2,388,6,B,N/A
llama3.2,388,7,A,N/A
llama3.2,388,8,B,N/A
llama3.2,389,1,B,N/A
llama3.2,389,2,B,N/A
llama3.2,389,3,A,N/A
llama3.2,389,4,B,N/A
llama3.2,389,5,C,N/A
llama3.2,389,6,B,N/A
llama3.2,389,7,A,N/A
llama3.2,389,8,B,N/A
llama3.2,390,1,B,N/A
llama3.2,390,2,B,N/A
llama3.2,390,3,A,N/A
llama3.2,390,4,B,N/A
llama3.2,390,5,A,N/A
llama3.2,390,6,B,N/A
llama3.2,390,7,B,N/A
llama3.2,390,8,B,N/A
llama3.2,391,1,B,N/A
llama3.2,391,2,B,N/A
llama3.2,391,3,A,N/A
llama3.2,391,4,B,N/A
llama3.2,391,5,B,N/A
llama3.2,391,6,B,N/A
llama3.2,391,7,A,N/A
llama3.2,391,8,B,N/A
llama3.2,392,1,B,N/A
llama3.2,392,2,B,N/A
llama3.2,392,3,A,N/A
llama3.2,392,4,C,N/A
llama3.2,392,5,B,N/A
llama3.2,392,6,B,N/A
llama3.2,392,7,B,N/A
llama3.2,392,8,B,N/A
llama3.2,393,1,B,N/A
llama3.2,393,2,B,N/A
llama3.2,393,3,A,N/A
llama3.2,393,4,A,N/A
llama3.2,393,5,B,N/A
llama3.2,393,6,B,N/A
llama3.2,393,7,A,N/A
llama3.2,393,8,B,N/A
llama3.2,394,1,B,N/A
llama3.2,394,2,B,N/A
llama3.2,394,3,A,N/A
llama3.2,394,4,B,N/A
llama3.2,394,5,C,N/A
llama3.2,394,6,B,N/A
llama3.2,394,7,A,N/A
llama3.2,394,8,B,N/A
llama3.2,395,1,B,N/A
llama3.2,395,2,B,N/A
llama3.2,395,3,A,N/A
llama3.2,395,4,B,N/A
llama3.2,395,5,B,N/A
llama3.2,395,6,B,N/A
llama3.2,395,7,B,N/A
llama3.2,395,8,B,N/A
llama3.2,396,1,B,N/A
llama3.2,396,2,B,N/A
llama3.2,396,3,A,N/A
llama3.2,396,4,B,N/A
llama3.2,396,5,B,N/A
llama3.2,396,6,B,N/A
llama3.2,396,7,A,N/A
llama3.2,396,8,B,N/A
llama3.2,397,1,B,N/A
llama3.2,397,2,B,N/A
llama3.2,397,3,A,N/A
llama3.2,397,4,B,N/A
llama3.2,397,5,B,N/A
llama3.2,397,6,B,N/A
llama3.2,397,7,A,N/A
llama3.2,397,8,B,N/A
llama3.2,398,1,B,N/A
llama3.2,398,2,B,N/A
llama3.2,398,3,A,N/A
llama3.2,398,4,B,N/A
llama3.2,398,5,B,N/A
llama3.2,398,6,C,N/A
llama3.2,398,7,B,N/A
llama3.2,398,8,C,N/A
llama3.2,399,1,B,N/A
llama3.2,399,2,B,N/A
llama3.2,399,3,A,N/A
llama3.2,399,4,B,N/A
llama3.2,399,5,B,N/A
llama3.2,399,6,B,N/A
llama3.2,399,7,B,N/A
llama3.2,399,8,B,N/A
llama3.2,400,1,B,N/A
llama3.2,400,2,B,N/A
llama3.2,400,3,A,N/A
llama3.2,400,4,B,N/A
llama3.2,400,5,B,N/A
llama3.2,400,6,B,N/A
llama3.2,400,7,B,N/A
llama3.2,400,8,A,N/A
llama3.2,401,1,B,N/A
llama3.2,401,2,B,N/A
llama3.2,401,3,A,N/A
llama3.2,401,4,B,N/A
llama3.2,401,5,A,N/A
llama3.2,401,6,B,N/A
llama3.2,401,7,A,N/A
llama3.2,401,8,B,N/A
llama3.2,402,1,B,N/A
llama3.2,402,2,B,N/A
llama3.2,402,3,A,N/A
llama3.2,402,4,B,N/A
llama3.2,402,5,B,N/A
llama3.2,402,6,B,N/A
llama3.2,402,7,A,N/A
llama3.2,402,8,B,N/A
llama3.2,403,1,C,N/A
llama3.2,403,2,C,N/A
llama3.2,403,3,A,N/A
llama3.2,403,4,B,N/A
llama3.2,403,5,B,N/A
llama3.2,403,6,B,N/A
llama3.2,403,7,A,N/A
llama3.2,403,8,C,N/A
llama3.2,404,1,B,N/A
llama3.2,404,2,B,N/A
llama3.2,404,3,A,N/A
llama3.2,404,4,A,N/A
llama3.2,404,5,C,N/A
llama3.2,404,6,C,N/A
llama3.2,404,7,A,N/A
llama3.2,404,8,C,N/A
llama3.2,405,1,B,N/A
llama3.2,405,2,B,N/A
llama3.2,405,3,A,N/A
llama3.2,405,4,B,N/A
llama3.2,405,5,B,N/A
llama3.2,405,6,B,N/A
llama3.2,405,7,A,N/A
llama3.2,405,8,B,N/A
llama3.2,406,1,B,N/A
llama3.2,406,2,B,N/A
llama3.2,406,3,B,N/A
llama3.2,406,4,C,N/A
llama3.2,406,5,C,N/A
llama3.2,406,6,C,N/A
llama3.2,406,7,A,N/A
llama3.2,406,8,B,N/A
llama3.2,407,1,B,N/A
llama3.2,407,2,B,N/A
llama3.2,407,3,A,N/A
llama3.2,407,4,B,N/A
llama3.2,407,5,B,N/A
llama3.2,407,6,B,N/A
llama3.2,407,7,C,N/A
llama3.2,407,8,A,N/A
llama3.2,408,1,B,N/A
llama3.2,408,2,B,N/A
llama3.2,408,3,A,N/A
llama3.2,408,4,A,N/A
llama3.2,408,5,A,N/A
llama3.2,408,6,B,N/A
llama3.2,408,7,A,N/A
llama3.2,408,8,B,N/A
llama3.2,409,1,B,N/A
llama3.2,409,2,B,N/A
llama3.2,409,3,A,N/A
llama3.2,409,4,A,N/A
llama3.2,409,5,B,N/A
llama3.2,409,6,B,N/A
llama3.2,409,7,B,N/A
llama3.2,409,8,B,N/A
llama3.2,410,1,B,N/A
llama3.2,410,2,B,N/A
llama3.2,410,3,A,N/A
llama3.2,410,4,B,N/A
llama3.2,410,5,B,N/A
llama3.2,410,6,A,N/A
llama3.2,410,7,A,N/A
llama3.2,410,8,B,N/A
llama3.2,411,1,B,N/A
llama3.2,411,2,B,N/A
llama3.2,411,3,A,N/A
llama3.2,411,4,B,N/A
llama3.2,411,5,B,N/A
llama3.2,411,6,C,N/A
llama3.2,411,7,A,N/A
llama3.2,411,8,B,N/A
llama3.2,412,1,B,N/A
llama3.2,412,2,B,N/A
llama3.2,412,3,A,N/A
llama3.2,412,4,B,N/A
llama3.2,412,5,B,N/A
llama3.2,412,6,B,N/A
llama3.2,412,7,A,N/A
llama3.2,412,8,B,N/A
llama3.2,413,1,B,N/A
llama3.2,413,2,B,N/A
llama3.2,413,3,A,N/A
llama3.2,413,4,B,N/A
llama3.2,413,5,B,N/A
llama3.2,413,6,B,N/A
llama3.2,413,7,A,N/A
llama3.2,413,8,B,N/A
llama3.2,414,1,B,N/A
llama3.2,414,2,B,N/A
llama3.2,414,3,A,N/A
llama3.2,414,4,B,N/A
llama3.2,414,5,B,N/A
llama3.2,414,6,C,N/A
llama3.2,414,7,A,N/A
llama3.2,414,8,B,N/A
llama3.2,415,1,B,N/A
llama3.2,415,2,B,N/A
llama3.2,415,3,A,N/A
llama3.2,415,4,B,N/A
llama3.2,415,5,B,N/A
llama3.2,415,6,B,N/A
llama3.2,415,7,A,N/A
llama3.2,415,8,B,N/A
llama3.2,416,1,B,N/A
llama3.2,416,2,B,N/A
llama3.2,416,3,A,N/A
llama3.2,416,4,B,N/A
llama3.2,416,5,B,N/A
llama3.2,416,6,B,N/A
llama3.2,416,7,B,N/A
llama3.2,416,8,B,N/A
llama3.2,417,1,B,N/A
llama3.2,417,2,B,N/A
llama3.2,417,3,A,N/A
llama3.2,417,4,B,N/A
llama3.2,417,5,B,N/A
llama3.2,417,6,B,N/A
llama3.2,417,7,A,N/A
llama3.2,417,8,B,N/A
llama3.2,418,1,B,N/A
llama3.2,418,2,B,N/A
llama3.2,418,3,A,N/A
llama3.2,418,4,B,N/A
llama3.2,418,5,B,N/A
llama3.2,418,6,B,N/A
llama3.2,418,7,A,N/A
llama3.2,418,8,B,N/A
llama3.2,419,1,B,N/A
llama3.2,419,2,B,N/A
llama3.2,419,3,A,N/A
llama3.2,419,4,B,N/A
llama3.2,419,5,B,N/A
llama3.2,419,6,B,N/A
llama3.2,419,7,B,N/A
llama3.2,419,8,B,N/A
llama3.2,420,1,C,N/A
llama3.2,420,2,B,N/A
llama3.2,420,3,A,N/A
llama3.2,420,4,A,N/A
llama3.2,420,5,B,N/A
llama3.2,420,6,B,N/A
llama3.2,420,7,B,N/A
llama3.2,420,8,B,N/A
llama3.2,421,1,B,N/A
llama3.2,421,2,B,N/A
llama3.2,421,3,A,N/A
llama3.2,421,4,B,N/A
llama3.2,421,5,B,N/A
llama3.2,421,6,B,N/A
llama3.2,421,7,A,N/A
llama3.2,421,8,B,N/A
llama3.2,422,1,B,N/A
llama3.2,422,2,B,N/A
llama3.2,422,3,A,N/A
llama3.2,422,4,B,N/A
llama3.2,422,5,B,N/A
llama3.2,422,6,B,N/A
llama3.2,422,7,B,N/A
llama3.2,422,8,B,N/A
llama3.2,423,1,B,N/A
llama3.2,423,2,B,N/A
llama3.2,423,3,A,N/A
llama3.2,423,4,B,N/A
llama3.2,423,5,B,N/A
llama3.2,423,6,B,N/A
llama3.2,423,7,A,N/A
llama3.2,423,8,B,N/A
llama3.2,424,1,B,N/A
llama3.2,424,2,B,N/A
llama3.2,424,3,A,N/A
llama3.2,424,4,A,N/A
llama3.2,424,5,A,N/A
llama3.2,424,6,B,N/A
llama3.2,424,7,B,N/A
llama3.2,424,8,C,N/A
llama3.2,425,1,B,N/A
llama3.2,425,2,B,N/A
llama3.2,425,3,A,N/A
llama3.2,425,4,B,N/A
llama3.2,425,5,C,N/A
llama3.2,425,6,B,N/A
llama3.2,425,7,B,N/A
llama3.2,425,8,A,N/A
llama3.2,426,1,B,N/A
llama3.2,426,2,B,N/A
llama3.2,426,3,A,N/A
llama3.2,426,4,B,N/A
llama3.2,426,5,B,N/A
llama3.2,426,6,C,N/A
llama3.2,426,7,C,N/A
llama3.2,426,8,C,N/A
llama3.2,427,1,B,N/A
llama3.2,427,2,B,N/A
llama3.2,427,3,A,N/A
llama3.2,427,4,B,N/A
llama3.2,427,5,B,N/A
llama3.2,427,6,B,N/A
llama3.2,427,7,A,N/A
llama3.2,427,8,B,N/A
llama3.2,428,1,B,N/A
llama3.2,428,2,B,N/A
llama3.2,428,3,A,N/A
llama3.2,428,4,A,N/A
llama3.2,428,5,B,N/A
llama3.2,428,6,B,N/A
llama3.2,428,7,A,N/A
llama3.2,428,8,B,N/A
llama3.2,429,1,B,N/A
llama3.2,429,2,B,N/A
llama3.2,429,3,A,N/A
llama3.2,429,4,B,N/A
llama3.2,429,5,B,N/A
llama3.2,429,6,B,N/A
llama3.2,429,7,A,N/A
llama3.2,429,8,B,N/A
llama3.2,430,1,C,N/A
llama3.2,430,2,C,N/A
llama3.2,430,3,C,N/A
llama3.2,430,4,C,N/A
llama3.2,430,5,C,N/A
llama3.2,430,6,C,N/A
llama3.2,430,7,A,N/A
llama3.2,430,8,B,N/A
llama3.2,431,1,B,N/A
llama3.2,431,2,B,N/A
llama3.2,431,3,A,N/A
llama3.2,431,4,B,N/A
llama3.2,431,5,B,N/A
llama3.2,431,6,B,N/A
llama3.2,431,7,A,N/A
llama3.2,431,8,B,N/A
llama3.2,432,1,B,N/A
llama3.2,432,2,B,N/A
llama3.2,432,3,A,N/A
llama3.2,432,4,B,N/A
llama3.2,432,5,B,N/A
llama3.2,432,6,B,N/A
llama3.2,432,7,A,N/A
llama3.2,432,8,B,N/A
llama3.2,433,1,B,N/A
llama3.2,433,2,B,N/A
llama3.2,433,3,A,N/A
llama3.2,433,4,B,N/A
llama3.2,433,5,C,N/A
llama3.2,433,6,C,N/A
llama3.2,433,7,B,N/A
llama3.2,433,8,B,N/A
llama3.2,434,1,B,N/A
llama3.2,434,2,B,N/A
llama3.2,434,3,A,N/A
llama3.2,434,4,A,N/A
llama3.2,434,5,C,N/A
llama3.2,434,6,B,N/A
llama3.2,434,7,B,N/A
llama3.2,434,8,A,N/A
llama3.2,435,1,B,N/A
llama3.2,435,2,B,N/A
llama3.2,435,3,A,N/A
llama3.2,435,4,B,N/A
llama3.2,435,5,C,N/A
llama3.2,435,6,B,N/A
llama3.2,435,7,A,N/A
llama3.2,435,8,B,N/A
llama3.2,436,1,B,N/A
llama3.2,436,2,B,N/A
llama3.2,436,3,B,N/A
